LOCATION,ITEM NO,ITEM DESCRIPTION,PACK,SIZE,ITEM WGT,WEEKLY MVMT,ITEM COST,CASES DAMAGED,COLOR_CASES DAMAGED,LINK_
A11-118-L-2460-2154-60,\s570417,ROAST BEEF TOP ROUND MEDIUM,2,7-9#,16.82,31.6,4.07,0,green,http://yourURL?LOCATION=
A11-121-R-2280-2190-0,\s201102,DRESSING REF BLUE CHS SUPREME,4,GALLON,31.01,3.8,47.86,0,green,http://yourURL?LOCATION=
A11-121-R-2280-2190-48,\s424400,SWISS BABY,2,5#,10.5,24.2,4.06,0,green,http://yourURL?LOCATION=
A11-122-L-2460-2214-0,\s702700,CASHEWS 320 RST W/S ALL NATRL,1,25#,25,20.6,145,0,green,http://yourURL?LOCATION=
A11-122-L-2460-2214-60,\s200000,TURKEY BREAST OVEN ROASTED,2,8#,16,193.4,3.63,0,green,http://yourURL?LOCATION=
A11-124-R-2280-2238-48,\s215892,CRUMBS GRAHAM CRACKER,1,25#,25,26.2,32.94,0,green,http://yourURL?LOCATION=
A11-125-R-2280-2250-0,\s943691,KOMBUCHA HOPPED GRAPEFRUIT OG,12,14 OZ,19,34.4,21.5,0,green,http://yourURL?LOCATION=
A11-125-R-2280-2250-48,\s461685,WAFERS DARK CHOC FLVD ALPINE,1,25#,25,15.2,34,0,green,http://yourURL?LOCATION=
A11-126-L-2460-2274-0,\s419423,CHEESE PIZZA DERBY*,6,5#,30,8.2,2.087,0,green,http://yourURL?LOCATION=
A11-126-L-2460-2274-60,\s369200,TURKEY BREAST SUNDRIED TOMATO,3,3.5#,10.5,22.8,3.6,0,green,http://yourURL?LOCATION=
A11-128-R-2280-2298-48,\s566864,TEA FLAVOR PEACH,36,8 OZ,31,6.8,31.1,0,green,http://yourURL?LOCATION=
A11-129-R-2280-2310-0,\s957941,T-SACK-SHOP&SAVE CHICAGO,1000,11X6X21,12.92,238,13.57,0,green,http://yourURL?LOCATION=
A11-129-R-2280-2310-48,\s840195,HOT PEPPER CHEESE LOAF,6,5#,30,60.8,1.7,0,green,http://yourURL?LOCATION=
A11-12-L-2460-678-0,\s636500,HAM HONEY TAVERN,1,6#,7,82.6,4.6,0,green,http://yourURL?LOCATION=
A11-12-L-2460-678-60,\s389942,EASTER PASTEL HERSHEY'S MINI,1,25#,25,0,85.25,0,green,http://yourURL?LOCATION=
A11-130-L-2460-2322-0,\s241000,HAM DEEP SMOKED BLACK FOREST,1,9#,9,114.2,4.6,0,green,http://yourURL?LOCATION=
A11-130-L-2460-2322-60,\s100500,AMERICAN CHEESE YELLOW,6,5#,30,1062,2.555,0,green,http://yourURL?LOCATION=
A11-133-R-2280-2358-48,\s218606,TURKEY BREAST BACON LOVER,1,5#,5,46.8,5.3,0,green,http://yourURL?LOCATION=
A11-134-R-2280-2370-0,\s244814,SALAMI HARD,6,4.16#,25,5.4,3.41,0,green,http://yourURL?LOCATION=
A11-134-R-2280-2370-48,\s307500,T-SACK-GT PIE ENVIRO,1000,12X7X22,23,4,26.9,0,green,http://yourURL?LOCATION=
A11-135-L-2460-2382-60,\s926233,COOKIE DARK MILK CHOC SHP,48,4.4 OZ,13.2,7,85,0,green,http://yourURL?LOCATION=
A11-138-R-2280-2418-0,\s267500,RING MOLD DESSERT PINEAPPL CRM,6,19 OZ,8.5,57.8,7.2,0,green,http://yourURL?LOCATION=
A11-138-R-2280-2418-48,\s443308,BEANS CANNELINNI WHITE KIDNEY,1,55#,55,5.6,33,0,green,http://yourURL?LOCATION=
A1-113-L-180-2094-60,\s722200,PIZZA SAUCE SUPER HVY W BASIL,6,#10 CAN,45.9,10.6,19.68,0,green,http://yourURL?LOCATION=
A1-113-R-0-2094-0,\s601645,BEANS GREEN CUT 4 SV,6,#10 CAN,39,89.4,19.5,0,green,http://yourURL?LOCATION=
A1-113-R-0-2094-60,\s828813,COLBY MINI HORN*,2,6#,12.06,73,2.1475,0,green,http://yourURL?LOCATION=
A11-140-L-2460-2442-0,\s394960,TOFFEE ASSORTED FOIL WRAPPED,1,30#,30,5.6,47.33,2,red,http://yourURL?LOCATION=
A11-140-L-2460-2442-60,\s764553,KOMBUCHA LEMONGRASS GINGER,12,16 OZ,12,21.6,26.45,2,red,http://yourURL?LOCATION=
A11-142-R-2280-2466-48,\s827826,PEPPERONI SLICED BULK,2,12.5#,25,56,3.1075,0,green,http://yourURL?LOCATION=
A11-143-R-2280-2478-0,\s531249,WAFER DARK GREEN,1,25#,25,0,40.25,0,green,http://yourURL?LOCATION=
A11-143-R-2280-2478-48,\s375580,JELLY BEANS,1,31#,31,0,28.71,0,green,http://yourURL?LOCATION=
A11-145-L-2460-2502-0,\s840244,CHEDDAR PURE SHREDDED*,6,5#,30,19,1.8181,0,green,http://yourURL?LOCATION=
A11-145-L-2460-2502-60,\s110500,MOZZARELLA WHOLE MILK SHRED,6,5#,30,18.8,2.608,0,green,http://yourURL?LOCATION=
A11-147-R-2280-2526-48,\s437834,T-SACK-WEBSTERS PNS,1000,12X7X21,17.2,36,19.77,0,green,http://yourURL?LOCATION=
A11-148-R-2280-2538-0,\s667302,SACKS HAND UP-STOCK PRNT PLAIN,300,1/6-70#,47,16.2,34.03,0,green,http://yourURL?LOCATION=
A11-148-R-2280-2538-48,\s681443,HAM WHOLE CHERRY WOOD,4,6 #,24,0,3.19,0,green,http://yourURL?LOCATION=
A11-149-L-2460-2550-0,\s291734,BUTTER UNSALTED QUARTERS*,36,1#,36,23.2,2.8225,0,green,http://yourURL?LOCATION=
A11-149-L-2460-2550-60,\s443563,SAUSAGE RSTD GARLIC & GRUYERE,8,12 OZ,6,34,28.8,0,green,http://yourURL?LOCATION=
A11-14-R-2280-714-0,\s828029,ICE CREAM MIX VAN BRUSTERS,2,2.5 GAL,46,767,43.59,4,red,http://yourURL?LOCATION=
A11-14-R-2280-714-48,\s825200,BAGS WIND BROWN ROUND BREAD,1000,9X3X14,23,1.6,56.1,0,green,http://yourURL?LOCATION=
A11-152-R-2280-2586-48,\s632517,SACKS HAND DN-VALLI,300,6-Jan,43,90,31,0,green,http://yourURL?LOCATION=
A11-153-R-2280-2598-0,\s281000,FOOTBALL LOAF,1,8#,8,77.6,3.09,0,green,http://yourURL?LOCATION=
A11-153-R-2280-2598-48,\s771600,MARGARINE/BUTTER LIQUID NH,2,17.5#,35,25.6,26.26,0,green,http://yourURL?LOCATION=
A11-154-L-2460-2610-0,\s607015,HALLOWEEN GUMMI WORMS,4,5#,22,17,22.51,0,green,http://yourURL?LOCATION=
A11-154-L-2460-2610-60,\s291751,BUTTER SALTED QUARTERS*,36,1#,36,83.4,2.8025,0,green,http://yourURL?LOCATION=
A11-157-R-2280-2646-0,\s358539,NOODLES EGG MEDIUM,12,16 OZ,12,58.2,20.27,0,green,http://yourURL?LOCATION=
A11-157-R-2280-2646-48,\s831927,GUMMI BEARS SOUR NEON,6,5#,30,10,30,0,green,http://yourURL?LOCATION=
A11-159-L-2460-2670-0,\s980741,GOUDA SMOKED KOSHER BAR NY,12,8 OZ,6,20.2,27.9,0,green,http://yourURL?LOCATION=
A11-15-L-2460-726-0,\s125636,MOZZARELLA PART SKIM LOAF*,8,6#,48,153.6,1.8535,0,green,http://yourURL?LOCATION=
A11-15-L-2460-726-60,\s582878,TURKEY BREAST HONEY ROASTED,2,8-10#,19.3,72.8,2.7,0,green,http://yourURL?LOCATION=
A11-161-R-2280-2694-48,\s495532,GUMMI BEARS,1,30#,30,7.8,29.55,0,green,http://yourURL?LOCATION=
A11-162-R-2280-2706-0,\s216400,PARMESAN SHREDDED,4,5#,20,92.2,3.4,0,green,http://yourURL?LOCATION=
A11-162-R-2280-2706-48,\s531317,WAFER WHITE PEPPERMINT BURST,1,25#,25,0,37.75,0,green,http://yourURL?LOCATION=
A11-164-L-2460-2730-0,\s841728,MOZZARELLA PART SKIM CHSE*,8,6#,50.04,20.2,1.8405,0,green,http://yourURL?LOCATION=
A11-164-L-2460-2730-60,\s961761,CUP BUDDY SLEEVE SOHO RSK20,1200,12-20OZ,24,5.2,62.23,0,green,http://yourURL?LOCATION=
A11-166-R-2280-2754-48,\s433403,JUICE LEMON FROM CONCENTRATE,12,32 OZ.,26,38.8,12.11,0,green,http://yourURL?LOCATION=
A11-167-R-2280-2766-0,\s620029,CONT CLEAR HINGED TAMP CH8DEF,200,8 OZ,8.4,31.6,18.4,0,green,http://yourURL?LOCATION=
A11-167-R-2280-2766-48,\s617591,ICED COFFEE COLD BREW MOCHA,6,48 OZ,18,0,21.42,0,green,http://yourURL?LOCATION=
A11-168-L-2460-2778-0,\s582600,SUPER HOT PEPPER CHEESE WISC,2,5#,10,59.2,2.925,0,green,http://yourURL?LOCATION=
A11-168-L-2460-2778-60,\s115000,MOZZARELLA PART SKIM DICED,6,5#,30,12.8,2.608,0,green,http://yourURL?LOCATION=
A11-16-R-2280-762-48,\s370025,COTTAGE CHEESE LOW FAT,6,24 OZ,9,341.2,12.5812,0,green,http://yourURL?LOCATION=
A11-171-R-2280-2814-48,\s200802,SAUCE HONEY MUSTARD DIP CUP,100,1.5 OZ,9.37,24.8,16.89,0,green,http://yourURL?LOCATION=
A11-172-R-2280-2826-48,\s101468,T-SACK-ENVIRO RAINBOW ECONO,1000,12X7X21,12,102,14.78,0,green,http://yourURL?LOCATION=
A11-173-L-2460-2838-60,\s479900,BAGS BAKERY-FRENCH EXPRESSION,500,4X3X28,30,4.2,32.09,0,green,http://yourURL?LOCATION=
A11-176-R-2280-2874-36,\s681460,HAM HALF CHERRY WOOD,8,3 #,24,0,3.19,0,green,http://yourURL?LOCATION=
A11-176-R-2280-2874-48,\s153021,MOZZARELLA FRESH MARINATED CUP,6,12 OZ,10.75,64.2,17.79,0,green,http://yourURL?LOCATION=
A11-17-R-2280-774-0,\s629627,PASTA CHICKPEA ROTINI,6,8 OZ,3,51.6,13.5,0,green,http://yourURL?LOCATION=
A11-17-R-2280-774-48,\s533136,HOT DOGS VALUE PACK 8 LINKS,32,12 OZ,24,27.6,22.32,0,green,http://yourURL?LOCATION=
A11-181-R-2280-2934-36,\s828022,ICE CREAM MIX CHOC BRUSTERS,2,2.5 GAL,46,210.4,46.51,2,red,http://yourURL?LOCATION=
A11-18-L-2460-786-0,\s839594,PUMPKIN SPICE CARAMELS,1,23#,21.62,0,33.95,0,green,http://yourURL?LOCATION=
A11-18-L-2460-786-60,\s256902,MELLO CREME MIX FALL FESTIVAL,1,30#,31,19,30.5,0,green,http://yourURL?LOCATION=
A1-118-L-180-2154-0,\s730100,BEANS BAKED ORIGINAL 117 OZ,6,#10 CAN,43.875,77.6,31.15,0,green,http://yourURL?LOCATION=
A1-118-L-180-2154-60,\s937923,BASE NY CHEESECAKE,1,50#,50,2.3,72,0,green,http://yourURL?LOCATION=
A1-118-R-0-2154-0,\s602953,BREADING CRUNCHY MIX,1,25#,26,75.2,27.83,0,green,http://yourURL?LOCATION=
A1-118-R-0-2154-60,\s308041,OIL CORN 100%  ZTF,1,35#,35,67.6,23.86,0,green,http://yourURL?LOCATION=
A11-1-L-2460-390-0,\s916700,T-SACK-OLESONS MKTS,1000,12X7X22,16.32,63,24.94,0,green,http://yourURL?LOCATION=
A11-1-L-2460-390-60,\s293805,TURKEY BREAST EXTREME CAJUN,3,4.5#,12,78.4,3.63,0,green,http://yourURL?LOCATION=
A11-1-R-2280-390-0,\s616500,PAN LINER NAT QUILON 1-2 BAKE,1000,16X24,23.6,18,30.95,0,green,http://yourURL?LOCATION=
A11-1-R-2280-390-48,\s919709,ICING BASE SMOOTH 'N LIGHT ZTF,1,45#,45,34.4,52.37,0,green,http://yourURL?LOCATION=
A1-122-L-180-2214-60,\s879056,PANINO PEPPERONI 2PK,16,1.5 OZ,1.5,80.4,16.48,0,green,http://yourURL?LOCATION=
A11-22-R-2280-870-48,\s119002,PEANUTS DD DARK CHOC,1,30#,30,19,68,0,green,http://yourURL?LOCATION=
A1-122-R-0-2214-0,\s603815,GUMMI PEACHES BULK,6,5#,30,6.5,56.06,0,green,http://yourURL?LOCATION=
A1-122-R-0-2214-60,\s608700,BOX HOT FOOD-EXPRESSIONS,250,7X4X2.7,17.7,79.8,37.49,0,green,http://yourURL?LOCATION=
A11-23-R-2280-882-0,\s831186,COCONUT MEDIUM UNSWEETNED,1,25#,25,7,36.644,1,red,http://yourURL?LOCATION=
A11-23-R-2280-882-48,\s595400,BAGS HOT TO GO TIN TIE LARGE,250,8X5X12,20.5,4.8,79.35,0,green,http://yourURL?LOCATION=
A11-24-L-2460-906-60,\s449316,PUMPKINS SOUR JELLY,1,30#,32,0,37.4,0,green,http://yourURL?LOCATION=
A1-126-L-180-2274-0,\s201300,MOZZARELLA FRESH BOCCONCINI,6,7 OZ,2.625,85,9.7387,0,green,http://yourURL?LOCATION=
A1-126-L-180-2274-60,\s596018,FETA CHEESE IN BRINE,1,27#,27,46.2,1.8005,0,green,http://yourURL?LOCATION=
A11-26-R-2280-930-48,\s598953,RAISIN JUMBO CHOCOLATE MILK,1,25#,25,9.4,71.33,0,green,http://yourURL?LOCATION=
A1-126-R-0-2274-0,\s691711,CHEESE SINGLES AMERICAN,48,12 OZ,36,22.6,64.13,0,green,http://yourURL?LOCATION=
A1-126-R-0-2274-60,\s357542,TUB LG POWER MIX WITH M&M,12,15 OZ,12.25,83.2,35.36,0,green,http://yourURL?LOCATION=
A11-27-R-2280-942-0,\s831354,BAG BRUSTERS WHITE SHOPPING,1,250 CT,26,1.2,85.19,0,green,http://yourURL?LOCATION=
A11-27-R-2280-942-48,\s719132,TACO SEASON POUCH SHIPPER,54,SHIPPER,27,0,79.83,0,green,http://yourURL?LOCATION=
A1-12-L-180-678-60,\s731500,BEANS & PORK 112 OZ,6,#10 CAN,42,22.4,21.35,0,green,http://yourURL?LOCATION=
A11-2-R-2280-438-48,\s881938,PROSCIUTTO BONELESS GOLD,2,12#,12,22.4,5.38,0,green,http://yourURL?LOCATION=
A1-12-R-0-678-0,\s100413,OIL CANOLA SALAD,3,128 OZ,23.1,3.8,32.5,0,green,http://yourURL?LOCATION=
A1-12-R-0-678-60,\s101308,PEZ FLOOR SHIPPER CHICAGO CUBS,1,36CT,3,0,39.29,0,green,http://yourURL?LOCATION=
A1-130-L-180-2322-0,\s647900,BAGS MEAT/POULTRY CLEAR 2 MIL,500,8X4X18,14.4,86,21.58,0,green,http://yourURL?LOCATION=
A1-130-L-180-2322-60,\s285400,PICKLES KOSHER,1,512 OZ,32,87.2,19.8,0,green,http://yourURL?LOCATION=
A1-130-R-0-2322-0,\s855387,T-SACK-GARDEN FRESH MARKET,1000,11X6X21,22,120,17.3,0,green,http://yourURL?LOCATION=
A1-130-R-0-2322-60,\s257400,TEA SWEET,24,23.5 OZ,41.18,81.8,14.99,0,green,http://yourURL?LOCATION=
A11-31-R-2280-990-48,\s502655,TEA HIBISCUS SANGRIA,12,13.5 OZ,20,50.2,16.2,0,green,http://yourURL?LOCATION=
A11-33-L-2460-1014-0,\s553060,BOLOGNA 1/4 STICK,4,4.53#,18.84,10.4,1.86,0,green,http://yourURL?LOCATION=
A1-135-L-180-2382-0,\s620205,PASTA SAUCE TUSCAN HERB,6,#10 CAN,39.38,11.2,31.88,0,green,http://yourURL?LOCATION=
A1-135-R-0-2382-0,\s911477,CORNED BEEF BRISKET POINT,11,1.5-3.#,32,0,2.55,0,green,http://yourURL?LOCATION=
A11-36-R-2280-1050-48,\s837577,BASE GRAHAM FLAVOR #8857,1,50#,50,1,63,0,green,http://yourURL?LOCATION=
A11-39-R-2280-1098-48,\s764637,CHERRY COLA KEG,1,640 OZ,55,1.4,46,0,green,http://yourURL?LOCATION=
A11-3-L-2460-450-0,\s225604,HAM MAPLE SUGAR GLAZED HONEY,2,10#,20,47.6,3.4,0,green,http://yourURL?LOCATION=
A11-3-L-2460-450-60,\s199045,PEANUTS SPANISH ROASTED SALTED,1,25#,25,10.4,34.7,0,green,http://yourURL?LOCATION=
A11-3-R-2280-450-0,\s830682,WATER FLAT CAP MEADOWS,24,500 ML,28.5,4.8,6.75,0,green,http://yourURL?LOCATION=
A11-3-R-2280-450-48,\s284332,SALAD KIDNEY BEAN,2,5#,10,47.6,1.725,0,green,http://yourURL?LOCATION=
A1-140-L-180-2442-0,\s235403,SWISS LORRAINE ORIGINAL,2,6#,10,147.2,3.05,3,red,http://yourURL?LOCATION=
A1-140-L-180-2442-60,\s670400,SACKS BROWN KRAFT,500,1/6-57#,55,15.8,29.73,3,red,http://yourURL?LOCATION=
A11-40-R-2280-1110-48,\s840258,PROV/MOZZ SHREDDED*,6,5#,30,130.2,2.0235,0,green,http://yourURL?LOCATION=
A1-140-R-0-2442-0,\s108700,HOT PEPPER CHEESE LOAF,2,5#,10,48.2,2.61,0,green,http://yourURL?LOCATION=
A1-140-R-0-2442-60,\s894800,BREADING FRYER MX GREEN LABL,1,50#,51.8,179.6,50.61,1,red,http://yourURL?LOCATION=
A11-41-L-2460-1134-0,\s910847,CHEESE RTD PEPPER BRAIDED BULK,4,5#,20,0,6.4,0,green,http://yourURL?LOCATION=
A11-41-L-2460-1134-60,\s213023,TURKEY BREAST HONEY,2,6.5#,13.9,49,3.19,0,green,http://yourURL?LOCATION=
A11-43-R-2280-1158-48,\s300863,T-SACK-NORTHWOODS OUTLET,1000,12X7X20,23,16,20.14,0,green,http://yourURL?LOCATION=
A11-44-R-2280-1170-0,\s360861,PORK RINDS BBQ,12,3.5 OZ,2.62,330.8,11.36,0,green,http://yourURL?LOCATION=
A11-44-R-2280-1170-48,\s834600,CUPS DELI MICROLITE PP D16CXL,500,16 OZ,12.67,403,24.85,0,green,http://yourURL?LOCATION=
A11-45-L-2460-1182-0,\s330400,MORTADELLA CLASSICA,2,19#,38,14.4,2.78,0,green,http://yourURL?LOCATION=
A11-45-L-2460-1182-60,\s750800,BAGS BAKERY WAXED EXPRESSIONS,500,6#,23,25.4,18.9,0,green,http://yourURL?LOCATION=
A1-145-L-180-2502-0,\s519757,SACKS RICS FOOD CENTER HND UP,300,1/6 70#,56,12.6,32.93,1,red,http://yourURL?LOCATION=
A1-145-L-180-2502-60,\s687300,TOWEL PAPER 2-PLY 90 SHEET,30,11X9,15.73,117.4,19.09,1,red,http://yourURL?LOCATION=
A1-145-R-0-2502-0,\s771325,BEANS CHICK PEAS IN BRINE,6,110 OZ,47.75,32.8,20.1393,0,green,http://yourURL?LOCATION=
A1-145-R-0-2502-60,\s272900,CREAM CHEESE INDIV PACKET,100,1 OZ,7,39,18.09,0,green,http://yourURL?LOCATION=
A11-48-R-2280-1218-48,\s648021,ICING WHITE  BUTTRCREME ZTF,1,30#,30,91.6,47.57,0,green,http://yourURL?LOCATION=
A1-149-L-180-2550-0,\s543625,SALSA BLACK BEAN & CORN,6,16 OZ,6,88.4,12,0,green,http://yourURL?LOCATION=
A1-149-L-180-2550-60,\s854403,BREADING GREEN LABEL,1,25#,26,28,25.73,0,green,http://yourURL?LOCATION=
A11-49-R-2280-1230-0,\s648200,BAGS MEAT/POULTRY CLEAR 2 MIL,500,10X4X20,18.67,34.4,27.98,0,green,http://yourURL?LOCATION=
A11-49-R-2280-1230-48,\s506323,PEANUTS CHICAGO WHITE SOX,18,12 OZ,14.5,0,18.5,0,green,http://yourURL?LOCATION=
A1-149-R-0-2550-0,\s764925,PIZZA SAUCE ITALIAN RTU 107 OZ,6,#10 CAN,40.13,18,26.1,0,green,http://yourURL?LOCATION=
A1-149-R-0-2550-60,\s827945,BASE BANANA FRUIT #1273,2,16#,32,1.4,44.48,0,green,http://yourURL?LOCATION=
A11-4-L-2460-498-0,\s629593,PASTA CHICKPEA SHELLS,6,8 OZ,3,34.6,13.5,0,green,http://yourURL?LOCATION=
A11-4-L-2460-498-60,\s139500,CHEDDAR YELLOW MILD*,4,10#,40,6.2,1.83,0,green,http://yourURL?LOCATION=
A11-4-R-2280-498-0,\s595950,FETA CHEESE IN BRINE,2,4#,8,49,1.915,0,green,http://yourURL?LOCATION=
A11-4-R-2280-498-48,\s201200,TURKEY BREAST HONEY #16326,3,6.5#,19.5,422,3.63,0,green,http://yourURL?LOCATION=
A11-50-L-2460-1242-0,\s693666,TURKEY HAM,2,8#,16,12.2,1.99,1,red,http://yourURL?LOCATION=
A11-50-L-2460-1242-60,\s358755,CREAMER HALF/HALF FAT FREE,12,32 OZ,24,19,31.85,0,green,http://yourURL?LOCATION=
A11-53-R-2280-1278-0,\s681409,HAM WHOLE HICKORY,4,6 #,24,0,3.19,0,green,http://yourURL?LOCATION=
A11-53-R-2280-1278-48,\s253615,RICOTTA CHEESE TRADITIONAL,6,15 OZ,5.63,52.2,12.03,0,green,http://yourURL?LOCATION=
A11-54-L-2460-1302-0,\s681426,HAM HALF HICKORY,8,3 #,24,0,3.19,0,green,http://yourURL?LOCATION=
A11-54-L-2460-1302-60,\s769700,FILLING/GLAZE STRAWBERRY,1,20#,21,22.2,13.64,2,red,http://yourURL?LOCATION=
A1-154-L-180-2610-0,\s646200,KETCHUP 33% TOMATO SOLIDS,6,#10 CAN,49,12.2,21.6,0,green,http://yourURL?LOCATION=
A1-154-L-180-2610-60,\s756867,MILK NONFAT SKIM GALLON,4,1 GAL,32,89.2,23.36,0,green,http://yourURL?LOCATION=
A1-154-R-0-2610-0,\s152402,CONT PIE CLEAR HINGED #36109,200,"9""LOW",22,7.6,67.42,0,green,http://yourURL?LOCATION=
A1-154-R-0-2610-60,\s253602,FUDGE ASSORTED SHIPPER,48,10OZ,40,0,127.7,1,red,http://yourURL?LOCATION=
A11-56-R-2280-1326-48,\s200902,SAUCE RANCH DIP CUP,100,1.5 OZ,11,53,16.19,1,red,http://yourURL?LOCATION=
A11-57-R-2280-1338-0,\s838627,SPAGHETTI SAUCE MEATLESS,6,#10 CAN,46,7.2,24.45,2,red,http://yourURL?LOCATION=
A11-57-R-2280-1338-48,\s541400,GRAVY RTE CHICKEN,12,50 OZ,37.5,53,32.64,0,green,http://yourURL?LOCATION=
A11-58-L-2460-1362-0,\s126336,MOZZARELLA WHOLE MILK SHRED*,6,5#,30,250.2,1.9785,0,green,http://yourURL?LOCATION=
A1-159-L-180-2670-0,\s644468,TURKEY BREST FRIED,2,8.5#,17,0,3.54,0,green,http://yourURL?LOCATION=
A1-159-L-180-2670-60,\s833986,DRESSING REF BLUE CHEESE,4,GALLON,36,0.3,51.24,0,green,http://yourURL?LOCATION=
A1-159-R-0-2670-0,\s781825,SHORTENING CAKE/ICING PHO,1,50#,50,11,57.38,0,green,http://yourURL?LOCATION=
A1-159-R-0-2670-60,\s823073,CUP 16 OZ BRUSTERS,1000,EA,31.4,4.2,36.45,0,green,http://yourURL?LOCATION=
A1-15-L-180-726-0,\s764616,COCONUT WATER W/ALOE,12,9.5 OZ,7.125,15.8,13.44,0,green,http://yourURL?LOCATION=
A1-15-L-180-726-60,\s720600,TOMATO PASTE,6,#10 CAN,47.1,15.4,27.62,0,green,http://yourURL?LOCATION=
A11-5-R-2280-546-48,\s105600,FONTINELLA WHEEL,2,24#,40,5.8,3.85,0,green,http://yourURL?LOCATION=
A1-15-R-0-726-60,\s864261,OIL CANOLA SOY POUR N FRY NH,1,35#,35,255,24.21,0,green,http://yourURL?LOCATION=
A11-60-R-2280-1386-48,\s700636,TURNIP GREENS,6,#10,45,3.6,26.97,0,green,http://yourURL?LOCATION=
A11-61-R-2280-1398-0,\s614753,PUMPKIN SEEDS IN SHELL R/SLTD,1,20#,20,54.4,40,0,green,http://yourURL?LOCATION=
A11-61-R-2280-1398-48,\s858073,SOFT SERVE ICE CRM 6% CHOCOLT,2,2.5 GAL,46.4,35.4,29.1405,0,green,http://yourURL?LOCATION=
A11-62-L-2460-1410-0,\s240800,CHICKEN BREAST GOURMET,2,6#,12,63.6,4.62,1,red,http://yourURL?LOCATION=
A11-62-L-2460-1410-60,\s597021,AMERICAN CHEESE YELLOW*,6,5#,30,14,1.611,0,green,http://yourURL?LOCATION=
A1-164-L-180-2730-0,\s300203,TUB LG GUMMI BUTTERFLIES,12,16 OZ.,12,89.4,22.2,1,red,http://yourURL?LOCATION=
A1-164-L-180-2730-60,\s267400,RING MOLD GELATIN STRBRY FRUIT,6,22 OZ,9.5,90.8,6.6,0,green,http://yourURL?LOCATION=
A1-164-R-0-2730-0,\s678536,COOKIES EASTER DECORATED,24,1.8 OZ,2.7,0,22.8,0,green,http://yourURL?LOCATION=
A1-164-R-0-2730-60,\s876535,SHORTENING CREAMY LIQUID NH,1,35#,35,13.8,18.96,0,green,http://yourURL?LOCATION=
A11-65-R-2280-1446-48,\s210418,CREAMER ND CAFE HAZELNUT,6,32 OZ,12,54.8,11.7,0,green,http://yourURL?LOCATION=
A11-67-L-2460-1470-0,\s862136,FILLING APPLE PIE,1,36#,38,24,41.69,0,green,http://yourURL?LOCATION=
A11-67-L-2460-1470-60,\s434800,ICING CLASSIC CHOC. DONUT,1,40#,42,55.8,59.54,0,green,http://yourURL?LOCATION=
A1-168-R-0-2778-0,\s647300,BEANS GREAT NORTHERN 112 OZ,6,#10 CAN,47.5,19.8,19.6325,0,green,http://yourURL?LOCATION=
A1-168-R-0-2778-60,\s197200,PASTA FRESH SPAGHETTI,6,12 OZ,4.5,21,10.06,0,green,http://yourURL?LOCATION=
A11-6-L-2460-558-0,\s201017,PECAN HALVES ROASTED SALTED,1,25#,25,14,173.48,0,green,http://yourURL?LOCATION=
A11-6-L-2460-558-60,\s117000,PARMESAN BLACK WAX WHEEL,2,20#,40,4.6,3.9,0,green,http://yourURL?LOCATION=
A11-70-R-2280-1506-0,\s249200,CHICKEN BREAST HONEY BBQ,2,5.5#,11,27.6,4.62,0,green,http://yourURL?LOCATION=
A11-70-R-2280-1506-48,\s118800,PROVOLONE CHEESE SMOKED*,3,12#,36,16.4,2.1455,0,green,http://yourURL?LOCATION=
A11-71-L-2460-1530-60,\s201051,MIXED NUTS DELUXE RST SALTED,1,20#,20,39,114.48,0,green,http://yourURL?LOCATION=
A11-73-R-2280-1554-48,\s821200,ICING CARAMEL DONUT AND ROLL,1,41#,43,22.2,60.89,0,green,http://yourURL?LOCATION=
A1-173-R-0-2838-0,\s702200,SHORTENING LIQUID FRYING PHO,1,35#,36.7,383.8,17.91,1,red,http://yourURL?LOCATION=
A1-173-R-0-2838-60,\s482731,HAM HONEY MAPLE SYRUP,2,3.5#,8.5,1,4.76,0,green,http://yourURL?LOCATION=
A11-74-R-2280-1566-0,\s251514,HAM VIRGINIA LITE W/PINEAPPLE,2,5.5#,11,13.8,4.6,0,green,http://yourURL?LOCATION=
A11-74-R-2280-1566-48,\s788900,FILLING BAVARIAN CREME,1,39#,40.8,30.4,20.37,2,red,http://yourURL?LOCATION=
A11-75-L-2460-1590-0,\s370015,COTTAGE CHEESE NON-FAT,6,15 OZ,5.625,56.2,7.9244,0,green,http://yourURL?LOCATION=
A11-75-L-2460-1590-60,\s808100,FILLING APPLE RASPBERRY,1,32#,34,14.6,31.39,0,green,http://yourURL?LOCATION=
A11-77-R-2280-1614-48,\s206800,"KIELBASA SMOKED BULK 9""",4,3#,12,14.8,2.49,0,green,http://yourURL?LOCATION=
A11-78-R-2280-1626-0,\s671000,BAGS BROWN KRAFT LIQUOR QUART,500,5X3X16,10.5,261.2,11.43,0,green,http://yourURL?LOCATION=
A11-78-R-2280-1626-48,\s213500,KIELBASA SMKD BUN LNGH RETAIL,6,14 OZ,5.25,17.2,16.06,1,red,http://yourURL?LOCATION=
A1-178-R-0-2898-0,\s720200,TOMATO ALL PURP GROUND 105 OZ,6,#10 CAN,39.38,57.4,23.41,0,green,http://yourURL?LOCATION=
A1-178-R-0-2898-60,\s628046,MILK WHOLE GALLON CORRUGATED,4,1 GAL,36,91.6,11.216,0,green,http://yourURL?LOCATION=
