LOCATION,\sITEM NO,ITEM DESCRIPTION,PACK,SIZE,ITEM WGT,WEEKLY MVMT,ITEM COST,CASES DAMAGED,COLOR_CASES DAMAGED,LINK_
A11-118-L-2394-2040-0,218606,TURKEY BREAST BACON LOVER,1,5#,5,46.8,5.3,0,green,http://yourURL?LOCATION=
A11-118-L-2394-2040-60,244814,SALAMI HARD,6,4.16#,25,5.4,3.41,0,green,http://yourURL?LOCATION=
A11-121-R-2214-2076-48,307500,T-SACK-GT PIE ENVIRO,1000,12X7X22,23,4,26.9,0,green,http://yourURL?LOCATION=
A11-121-R-2214-2076-48,926233,COOKIE DARK MILK CHOC SHP,48,4.4 OZ,13.2,7,85,0,green,http://yourURL?LOCATION=
A11-122-L-2394-2100-0,443308,BEANS CANNELINNI WHITE KIDNEY,1,55#,55,5.6,33,0,green,http://yourURL?LOCATION=
A11-122-L-2394-2100-60,267500,RING MOLD DESSERT PINEAPPL CRM,6,19 OZ,8.5,57.8,7.2,0,green,http://yourURL?LOCATION=
A11-124-R-2214-2124-48,394960,TOFFEE ASSORTED FOIL WRAPPED,1,30#,30,5.6,47.33,2,red,http://yourURL?LOCATION=
A11-125-R-2214-2136-0,764553,KOMBUCHA LEMONGRASS GINGER,12,16 OZ,12,21.6,26.45,2,red,http://yourURL?LOCATION=
A11-125-R-2214-2136-48,827826,PEPPERONI SLICED BULK,2,12.5#,25,56,3.1075,0,green,http://yourURL?LOCATION=
A11-126-L-2394-2160-0,531249,WAFER DARK GREEN,1,25#,25,0,40.25,0,green,http://yourURL?LOCATION=
A11-126-L-2394-2160-60,375580,JELLY BEANS,1,31#,31,0,28.71,0,green,http://yourURL?LOCATION=
A11-128-R-2214-2184-48,840244,CHEDDAR PURE SHREDDED*,6,5#,30,19,1.8181,0,green,http://yourURL?LOCATION=
A11-129-R-2214-2196-0,110500,MOZZARELLA WHOLE MILK SHRED,6,5#,30,18.8,2.608,0,green,http://yourURL?LOCATION=
A11-129-R-2214-2196-48,437834,T-SACK-WEBSTERS PNS,1000,12X7X21,17.2,36,19.77,0,green,http://yourURL?LOCATION=
A11-12-L-2394-564-0,256902,MELLO CREME MIX FALL FESTIVAL,1,30#,31,19,30.5,0,green,http://yourURL?LOCATION=
A11-130-L-2394-2208-0,667302,SACKS HAND UP-STOCK PRNT PLAIN,300,1/6-70#,47,16.2,34.03,0,green,http://yourURL?LOCATION=
A11-130-L-2394-2208-60,681443,HAM WHOLE CHERRY WOOD,4,6 #,24,0,3.19,0,green,http://yourURL?LOCATION=
A11-133-R-2214-2244-48,291734,BUTTER UNSALTED QUARTERS*,36,1#,36,23.2,2.8225,0,green,http://yourURL?LOCATION=
A11-134-R-2214-2256-0,443563,SAUSAGE RSTD GARLIC & GRUYERE,8,12 OZ,6,34,28.8,0,green,http://yourURL?LOCATION=
A11-134-R-2214-2256-48,632517,SACKS HAND DN-VALLI,300,6-Jan,43,90,31,0,green,http://yourURL?LOCATION=
A11-135-L-2394-2268-0,281000,FOOTBALL LOAF,1,8#,8,77.6,3.09,0,green,http://yourURL?LOCATION=
A11-135-L-2394-2268-60,771600,MARGARINE/BUTTER LIQUID NH,2,17.5#,35,25.6,26.26,0,green,http://yourURL?LOCATION=
A11-138-R-2214-2304-0,291751,BUTTER SALTED QUARTERS*,36,1#,36,83.4,2.8025,0,green,http://yourURL?LOCATION=
A11-138-R-2214-2304-48,607015,HALLOWEEN GUMMI WORMS,4,5#,22,17,22.51,0,green,http://yourURL?LOCATION=
A11-138-R-2214-2304-48,831927,GUMMI BEARS SOUR NEON,6,5#,30,10,30,0,green,http://yourURL?LOCATION=
A1-113-L-114-1980-60,722200,PIZZA SAUCE SUPER HVY W BASIL,6,#10 CAN,45.9,10.6,19.68,0,green,http://yourURL?LOCATION=
A1-113-R--66-1980-0,601645,BEANS GREEN CUT 4 SV,6,#10 CAN,39,89.4,19.5,0,green,http://yourURL?LOCATION=
A1-113-R--66-1980-60,828813,COLBY MINI HORN*,2,6#,12.06,73,2.1475,0,green,http://yourURL?LOCATION=
A11-140-L-2394-2328-0,358539,NOODLES EGG MEDIUM,12,16 OZ,12,58.2,20.27,0,green,http://yourURL?LOCATION=
A11-140-L-2394-2328-60,980741,GOUDA SMOKED KOSHER BAR NY,12,8 OZ,6,20.2,27.9,0,green,http://yourURL?LOCATION=
A11-143-R-2214-2364-0,495532,GUMMI BEARS,1,30#,30,7.8,29.55,0,green,http://yourURL?LOCATION=
A11-143-R-2214-2364-48,216400,PARMESAN SHREDDED,4,5#,20,92.2,3.4,0,green,http://yourURL?LOCATION=
A11-145-L-2394-2388-0,531317,WAFER WHITE PEPPERMINT BURST,1,25#,25,0,37.75,0,green,http://yourURL?LOCATION=
A11-145-L-2394-2388-60,841728,MOZZARELLA PART SKIM CHSE*,8,6#,50.04,20.2,1.8405,0,green,http://yourURL?LOCATION=
A11-147-R-2214-2412-48,961761,CUP BUDDY SLEEVE SOHO RSK20,1200,12-20OZ,24,5.2,62.23,0,green,http://yourURL?LOCATION=
A11-148-R-2214-2424-0,433403,JUICE LEMON FROM CONCENTRATE,12,32 OZ.,26,38.8,12.11,0,green,http://yourURL?LOCATION=
A11-148-R-2214-2424-48,620029,CONT CLEAR HINGED TAMP CH8DEF,200,8 OZ,8.4,31.6,18.4,0,green,http://yourURL?LOCATION=
A11-149-L-2394-2436-0,617591,ICED COFFEE COLD BREW MOCHA,6,48 OZ,18,0,21.42,0,green,http://yourURL?LOCATION=
A11-149-L-2394-2436-60,582600,SUPER HOT PEPPER CHEESE WISC,2,5#,10,59.2,2.925,0,green,http://yourURL?LOCATION=
A11-152-R-2214-2472-48,115000,MOZZARELLA PART SKIM DICED,6,5#,30,12.8,2.608,0,green,http://yourURL?LOCATION=
A11-153-R-2214-2484-0,200802,SAUCE HONEY MUSTARD DIP CUP,100,1.5 OZ,9.37,24.8,16.89,0,green,http://yourURL?LOCATION=
A11-154-L-2394-2496-0,101468,T-SACK-ENVIRO RAINBOW ECONO,1000,12X7X21,12,102,14.78,0,green,http://yourURL?LOCATION=
A11-157-R-2214-2532-0,153021,MOZZARELLA FRESH MARINATED CUP,6,12 OZ,10.75,64.2,17.79,0,green,http://yourURL?LOCATION=
A11-157-R-2214-2532-48,479900,BAGS BAKERY-FRENCH EXPRESSION,500,4X3X28,30,4.2,32.09,0,green,http://yourURL?LOCATION=
A11-157-R-2214-2532-48,681460,HAM HALF CHERRY WOOD,8,3 #,24,0,3.19,0,green,http://yourURL?LOCATION=
A11-159-L-2394-2556-0,828022,ICE CREAM MIX CHOC BRUSTERS,2,2.5 GAL,46,210.4,46.51,2,red,http://yourURL?LOCATION=
A11-159-L-2394-2556-60,358053,HORSERADISH SAUCE,12,8 OZ,6,22,14,0,green,http://yourURL?LOCATION=
A11-15-L-2394-612-60,119002,PEANUTS DD DARK CHOC,1,30#,30,19,68,0,green,http://yourURL?LOCATION=
A11-161-R-2214-2580-48,923419,PEPPER JACK MINI HORN*,4,6#,24,10.4,2.126,0,green,http://yourURL?LOCATION=
A11-162-R-2214-2592-0,454238,TOOTSIE ROLL MIDGEE FLAG,1,30#,33.27,0,51.6,0,green,http://yourURL?LOCATION=
A11-162-R-2214-2592-48,416958,ORANGE JUICE W/MANGO,6,59 OZ,25.65,33.2,19.61,0,green,http://yourURL?LOCATION=
A11-164-L-2394-2616-0,101793,T-SACK-HG HILL,1000,12X7X21,14.72,43.6,20.77,0,green,http://yourURL?LOCATION=
A11-164-L-2394-2616-60,101745,BEANS REFRIED ORIGINAL 112 OZ,6,#10 CAN,42,28,34.13,0,green,http://yourURL?LOCATION=
A11-166-R-2214-2640-48,510216,HAM SMOKED CANADIAN MAPLE,2,6.5#,12,65.4,2.35,0,green,http://yourURL?LOCATION=
A11-167-R-2214-2652-0,838000,DELI PAPER FOLDED LITE 15X10,12,500 CT,41.2,15,62.4,1,red,http://yourURL?LOCATION=
A11-168-L-2394-2664-0,104200,HOT PEPPER LOAF*,6,5#,30,75.6,1.611,0,green,http://yourURL?LOCATION=
A11-168-L-2394-2664-60,281988,YOGURT GREEK PLAIN TOTAL,12,7 OZ,5.29,60.6,12.72,0,green,http://yourURL?LOCATION=
A11-16-R-2214-648-48,831186,COCONUT MEDIUM UNSWEETNED,1,25#,25,7,36.644,1,red,http://yourURL?LOCATION=
A11-171-R-2214-2700-48,914753,MEATBALLS MOLASSES-BOURBON,8,12 OZ,6,3.4,28.8,0,green,http://yourURL?LOCATION=
A11-172-R-2214-2712-0,530900,PAN ANGEL FD BAKABLE BLK PLAS,200,"8""",24.2,5.4,83.89,0,green,http://yourURL?LOCATION=
A11-172-R-2214-2712-48,827819,PEPPERONI SL NO FADE,2,12.5#,25,22.6,2.5675,0,green,http://yourURL?LOCATION=
A11-173-L-2394-2724-0,237600,ROAST BEEF CAP OFF FLAME RST,2,6#,12,34.4,5.25,0,green,http://yourURL?LOCATION=
A11-176-R-2214-2760-36,524449,MILK LACTOSE FREE WHOLE,6,64 OZ,24,43.4,23.82,0,green,http://yourURL?LOCATION=
A11-176-R-2214-2760-48,879100,PADS MEAT&POULTRY AC-50 BLACK,2000,4.75X7,15,66,23.72,0,green,http://yourURL?LOCATION=
A11-17-R-2214-660-0,595400,BAGS HOT TO GO TIN TIE LARGE,250,8X5X12,20.5,4.8,79.35,0,green,http://yourURL?LOCATION=
A11-18-L-2394-672-0,449316,PUMPKINS SOUR JELLY,1,30#,32,0,37.4,0,green,http://yourURL?LOCATION=
A11-18-L-2394-672-60,598953,RAISIN JUMBO CHOCOLATE MILK,1,25#,25,9.4,71.33,0,green,http://yourURL?LOCATION=
A1-118-L-114-2040-0,730100,BEANS BAKED ORIGINAL 117 OZ,6,#10 CAN,43.875,77.6,31.15,0,green,http://yourURL?LOCATION=
A1-118-L-114-2040-60,937923,BASE NY CHEESECAKE,1,50#,50,2.3,72,0,green,http://yourURL?LOCATION=
A1-118-R--66-2040-0,602953,BREADING CRUNCHY MIX,1,25#,26,75.2,27.83,0,green,http://yourURL?LOCATION=
A1-118-R--66-2040-60,308041,OIL CORN 100%  ZTF,1,35#,35,67.6,23.86,0,green,http://yourURL?LOCATION=
A11-1-L-2394-276-0,201200,TURKEY BREAST HONEY #16326,3,6.5#,19.5,422,3.63,0,green,http://yourURL?LOCATION=
A11-1-L-2394-276-60,629593,PASTA CHICKPEA SHELLS,6,8 OZ,3,34.6,13.5,0,green,http://yourURL?LOCATION=
A11-1-R-2214-276-0,139500,CHEDDAR YELLOW MILD*,4,10#,40,6.2,1.83,0,green,http://yourURL?LOCATION=
A11-1-R-2214-276-48,595950,FETA CHEESE IN BRINE,2,4#,8,49,1.915,0,green,http://yourURL?LOCATION=
A11-20-R-2214-708-0,719132,TACO SEASON POUCH SHIPPER,54,SHIPPER,27,0,79.83,0,green,http://yourURL?LOCATION=
A11-20-R-2214-708-48,831354,BAG BRUSTERS WHITE SHOPPING,1,250 CT,26,1.2,85.19,0,green,http://yourURL?LOCATION=
A11-21-L-2394-732-60,502655,TEA HIBISCUS SANGRIA,12,13.5 OZ,20,50.2,16.2,0,green,http://yourURL?LOCATION=
A1-122-L-114-2100-60,879056,PANINO PEPPERONI 2PK,16,1.5 OZ,1.5,80.4,16.48,0,green,http://yourURL?LOCATION=
A1-122-R--66-2100-0,603815,GUMMI PEACHES BULK,6,5#,30,6.5,56.06,0,green,http://yourURL?LOCATION=
A1-122-R--66-2100-60,608700,BOX HOT FOOD-EXPRESSIONS,250,7X4X2.7,17.7,79.8,37.49,0,green,http://yourURL?LOCATION=
A11-23-R-2214-768-48,553060,BOLOGNA 1/4 STICK,4,4.53#,18.84,10.4,1.86,0,green,http://yourURL?LOCATION=
A11-24-L-2394-792-60,837577,BASE GRAHAM FLAVOR #8857,1,50#,50,1,63,0,green,http://yourURL?LOCATION=
A1-126-L-114-2160-0,201300,MOZZARELLA FRESH BOCCONCINI,6,7 OZ,2.625,85,9.7387,0,green,http://yourURL?LOCATION=
A1-126-L-114-2160-60,596018,FETA CHEESE IN BRINE,1,27#,27,46.2,1.8005,0,green,http://yourURL?LOCATION=
A1-126-R--66-2160-0,691711,CHEESE SINGLES AMERICAN,48,12 OZ,36,22.6,64.13,0,green,http://yourURL?LOCATION=
A1-126-R--66-2160-60,357542,TUB LG POWER MIX WITH M&M,12,15 OZ,12.25,83.2,35.36,0,green,http://yourURL?LOCATION=
A11-28-L-2394-840-0,764637,CHERRY COLA KEG,1,640 OZ,55,1.4,46,0,green,http://yourURL?LOCATION=
A1-12-L-114-564-60,731500,BEANS & PORK 112 OZ,6,#10 CAN,42,22.4,21.35,0,green,http://yourURL?LOCATION=
A11-2-R-2214-324-48,105600,FONTINELLA WHEEL,2,24#,40,5.8,3.85,0,green,http://yourURL?LOCATION=
A1-12-R--66-564-0,100413,OIL CANOLA SALAD,3,128 OZ,23.1,3.8,32.5,0,green,http://yourURL?LOCATION=
A1-12-R--66-564-60,101308,PEZ FLOOR SHIPPER CHICAGO CUBS,1,36CT,3,0,39.29,0,green,http://yourURL?LOCATION=
A1-130-L-114-2208-0,647900,BAGS MEAT/POULTRY CLEAR 2 MIL,500,8X4X18,14.4,86,21.58,0,green,http://yourURL?LOCATION=
A1-130-L-114-2208-60,285400,PICKLES KOSHER,1,512 OZ,32,87.2,19.8,0,green,http://yourURL?LOCATION=
A1-130-R--66-2208-0,855387,T-SACK-GARDEN FRESH MARKET,1000,11X6X21,22,120,17.3,0,green,http://yourURL?LOCATION=
A1-130-R--66-2208-60,257400,TEA SWEET,24,23.5 OZ,41.18,81.8,14.99,0,green,http://yourURL?LOCATION=
A11-31-R-2214-876-48,840258,PROV/MOZZ SHREDDED*,6,5#,30,130.2,2.0235,0,green,http://yourURL?LOCATION=
A11-32-R-2214-888-0,910847,CHEESE RTD PEPPER BRAIDED BULK,4,5#,20,0,6.4,0,green,http://yourURL?LOCATION=
A11-32-R-2214-888-48,213023,TURKEY BREAST HONEY,2,6.5#,13.9,49,3.19,0,green,http://yourURL?LOCATION=
A11-33-L-2394-900-0,300863,T-SACK-NORTHWOODS OUTLET,1000,12X7X20,23,16,20.14,0,green,http://yourURL?LOCATION=
A11-33-L-2394-900-60,360861,PORK RINDS BBQ,12,3.5 OZ,2.62,330.8,11.36,0,green,http://yourURL?LOCATION=
A1-135-L-114-2268-0,620205,PASTA SAUCE TUSCAN HERB,6,#10 CAN,39.38,11.2,31.88,0,green,http://yourURL?LOCATION=
A1-135-R--66-2268-0,911477,CORNED BEEF BRISKET POINT,11,1.5-3.#,32,0,2.55,0,green,http://yourURL?LOCATION=
A11-36-R-2214-936-0,330400,MORTADELLA CLASSICA,2,19#,38,14.4,2.78,0,green,http://yourURL?LOCATION=
A11-36-R-2214-936-48,834600,CUPS DELI MICROLITE PP D16CXL,500,16 OZ,12.67,403,24.85,0,green,http://yourURL?LOCATION=
A11-36-R-2214-936-48,750800,BAGS BAKERY WAXED EXPRESSIONS,500,6#,23,25.4,18.9,0,green,http://yourURL?LOCATION=
A11-37-L-2394-960-0,648021,ICING WHITE  BUTTRCREME ZTF,1,30#,30,91.6,47.57,0,green,http://yourURL?LOCATION=
A11-37-L-2394-960-60,648200,BAGS MEAT/POULTRY CLEAR 2 MIL,500,10X4X20,18.67,34.4,27.98,0,green,http://yourURL?LOCATION=
A11-39-R-2214-984-48,506323,PEANUTS CHICAGO WHITE SOX,18,12 OZ,14.5,0,18.5,0,green,http://yourURL?LOCATION=
A11-3-L-2394-336-0,201017,PECAN HALVES ROASTED SALTED,1,25#,25,14,173.48,0,green,http://yourURL?LOCATION=
A11-3-L-2394-336-60,117000,PARMESAN BLACK WAX WHEEL,2,20#,40,4.6,3.9,0,green,http://yourURL?LOCATION=
A11-3-R-2214-336-0,844500,BAGS WIND BROWN ITALIAN #632,1000,6X2X18,21,2.8,56.62,0,green,http://yourURL?LOCATION=
A11-3-R-2214-336-48,276700,TURKEY BREAST SKNL GOLDEN O/R,2,9#,18,261.8,3.46,0,green,http://yourURL?LOCATION=
A1-140-L-114-2328-0,235403,SWISS LORRAINE ORIGINAL,2,6#,10,147.2,3.05,3,red,http://yourURL?LOCATION=
A1-140-L-114-2328-60,670400,SACKS BROWN KRAFT,500,1/6-57#,55,15.8,29.73,3,red,http://yourURL?LOCATION=
A11-40-R-2214-996-0,693666,TURKEY HAM,2,8#,16,12.2,1.99,1,red,http://yourURL?LOCATION=
A11-40-R-2214-996-48,358755,CREAMER HALF/HALF FAT FREE,12,32 OZ,24,19,31.85,0,green,http://yourURL?LOCATION=
A1-140-R--66-2328-0,108700,HOT PEPPER CHEESE LOAF,2,5#,10,48.2,2.61,0,green,http://yourURL?LOCATION=
A1-140-R--66-2328-60,894800,BREADING FRYER MX GREEN LABL,1,50#,51.8,179.6,50.61,1,red,http://yourURL?LOCATION=
A11-41-L-2394-1020-0,253615,RICOTTA CHEESE TRADITIONAL,6,15 OZ,5.63,52.2,12.03,0,green,http://yourURL?LOCATION=
A11-41-L-2394-1020-60,681409,HAM WHOLE HICKORY,4,6 #,24,0,3.19,0,green,http://yourURL?LOCATION=
A11-43-R-2214-1044-48,681426,HAM HALF HICKORY,8,3 #,24,0,3.19,0,green,http://yourURL?LOCATION=
A11-44-R-2214-1056-0,769700,FILLING/GLAZE STRAWBERRY,1,20#,21,22.2,13.64,2,red,http://yourURL?LOCATION=
A11-44-R-2214-1056-48,200902,SAUCE RANCH DIP CUP,100,1.5 OZ,11,53,16.19,1,red,http://yourURL?LOCATION=
A11-45-L-2394-1068-0,838627,SPAGHETTI SAUCE MEATLESS,6,#10 CAN,46,7.2,24.45,2,red,http://yourURL?LOCATION=
A11-45-L-2394-1068-60,541400,GRAVY RTE CHICKEN,12,50 OZ,37.5,53,32.64,0,green,http://yourURL?LOCATION=
A1-145-L-114-2388-0,519757,SACKS RICS FOOD CENTER HND UP,300,1/6 70#,56,12.6,32.93,1,red,http://yourURL?LOCATION=
A1-145-L-114-2388-60,687300,TOWEL PAPER 2-PLY 90 SHEET,30,11X9,15.73,117.4,19.09,1,red,http://yourURL?LOCATION=
A1-145-R--66-2388-0,771325,BEANS CHICK PEAS IN BRINE,6,110 OZ,47.75,32.8,20.1393,0,green,http://yourURL?LOCATION=
A1-145-R--66-2388-60,272900,CREAM CHEESE INDIV PACKET,100,1 OZ,7,39,18.09,0,green,http://yourURL?LOCATION=
A11-48-R-2214-1104-48,126336,MOZZARELLA WHOLE MILK SHRED*,6,5#,30,250.2,1.9785,0,green,http://yourURL?LOCATION=
A1-149-L-114-2436-0,543625,SALSA BLACK BEAN & CORN,6,16 OZ,6,88.4,12,0,green,http://yourURL?LOCATION=
A1-149-L-114-2436-60,854403,BREADING GREEN LABEL,1,25#,26,28,25.73,0,green,http://yourURL?LOCATION=
A11-49-R-2214-1116-48,700636,TURNIP GREENS,6,#10,45,3.6,26.97,0,green,http://yourURL?LOCATION=
A1-149-R--66-2436-0,764925,PIZZA SAUCE ITALIAN RTU 107 OZ,6,#10 CAN,40.13,18,26.1,0,green,http://yourURL?LOCATION=
A1-149-R--66-2436-60,827945,BASE BANANA FRUIT #1273,2,16#,32,1.4,44.48,0,green,http://yourURL?LOCATION=
A11-4-L-2394-384-0,752554,BROTH CHICKEN,6,31 OZ,17.1,11.1,21.54,0,green,http://yourURL?LOCATION=
A11-4-L-2394-384-60,654600,MALT BALLS JUMBO CHOC COVERED,1,20#,20,49,35.63,0,green,http://yourURL?LOCATION=
A11-4-R-2214-384-0,636500,HAM HONEY TAVERN,1,6#,7,82.6,4.6,0,green,http://yourURL?LOCATION=
A11-4-R-2214-384-48,916824,T-SACK-HOMETOWN IGA SMILES,1000,12X7X21,11.7,19.2,10.53,0,green,http://yourURL?LOCATION=
A11-4-R-2214-384-48,389942,EASTER PASTEL HERSHEY'S MINI,1,25#,25,0,85.25,0,green,http://yourURL?LOCATION=
A11-50-L-2394-1128-0,614753,PUMPKIN SEEDS IN SHELL R/SLTD,1,20#,20,54.4,40,0,green,http://yourURL?LOCATION=
A11-50-L-2394-1128-60,858073,SOFT SERVE ICE CRM 6% CHOCOLT,2,2.5 GAL,46.4,35.4,29.1405,0,green,http://yourURL?LOCATION=
A11-53-R-2214-1164-0,597021,AMERICAN CHEESE YELLOW*,6,5#,30,14,1.611,0,green,http://yourURL?LOCATION=
A11-53-R-2214-1164-48,240800,CHICKEN BREAST GOURMET,2,6#,12,63.6,4.62,1,red,http://yourURL?LOCATION=
A11-53-R-2214-1164-48,210418,CREAMER ND CAFE HAZELNUT,6,32 OZ,12,54.8,11.7,0,green,http://yourURL?LOCATION=
A1-154-L-114-2496-0,646200,KETCHUP 33% TOMATO SOLIDS,6,#10 CAN,49,12.2,21.6,0,green,http://yourURL?LOCATION=
A1-154-L-114-2496-60,756867,MILK NONFAT SKIM GALLON,4,1 GAL,32,89.2,23.36,0,green,http://yourURL?LOCATION=
A1-154-R--66-2496-0,152402,CONT PIE CLEAR HINGED #36109,200,"9""LOW",22,7.6,67.42,0,green,http://yourURL?LOCATION=
A1-154-R--66-2496-60,253602,FUDGE ASSORTED SHIPPER,48,10OZ,40,0,127.7,1,red,http://yourURL?LOCATION=
A11-56-R-2214-1212-48,862136,FILLING APPLE PIE,1,36#,38,24,41.69,0,green,http://yourURL?LOCATION=
A11-57-R-2214-1224-0,434800,ICING CLASSIC CHOC. DONUT,1,40#,42,55.8,59.54,0,green,http://yourURL?LOCATION=
A11-57-R-2214-1224-48,118800,PROVOLONE CHEESE SMOKED*,3,12#,36,16.4,2.1455,0,green,http://yourURL?LOCATION=
A11-58-L-2394-1248-0,249200,CHICKEN BREAST HONEY BBQ,2,5.5#,11,27.6,4.62,0,green,http://yourURL?LOCATION=
A1-159-L-114-2556-0,644468,TURKEY BREST FRIED,2,8.5#,17,0,3.54,0,green,http://yourURL?LOCATION=
A1-159-L-114-2556-60,833986,DRESSING REF BLUE CHEESE,4,GALLON,36,0.3,51.24,0,green,http://yourURL?LOCATION=
A1-159-R--66-2556-0,781825,SHORTENING CAKE/ICING PHO,1,50#,50,11,57.38,0,green,http://yourURL?LOCATION=
A1-159-R--66-2556-60,823073,CUP 16 OZ BRUSTERS,1000,EA,31.4,4.2,36.45,0,green,http://yourURL?LOCATION=
A1-15-L-114-612-0,764616,COCONUT WATER W/ALOE,12,9.5 OZ,7.125,15.8,13.44,0,green,http://yourURL?LOCATION=
A1-15-L-114-612-60,720600,TOMATO PASTE,6,#10 CAN,47.1,15.4,27.62,0,green,http://yourURL?LOCATION=
A11-5-R-2214-432-48,828029,ICE CREAM MIX VAN BRUSTERS,2,2.5 GAL,46,767,43.59,4,red,http://yourURL?LOCATION=
A1-15-R--66-612-60,864261,OIL CANOLA SOY POUR N FRY NH,1,35#,35,255,24.21,0,green,http://yourURL?LOCATION=
A11-60-R-2214-1272-48,201051,MIXED NUTS DELUXE RST SALTED,1,20#,20,39,114.48,0,green,http://yourURL?LOCATION=
A11-61-R-2214-1284-0,821200,ICING CARAMEL DONUT AND ROLL,1,41#,43,22.2,60.89,0,green,http://yourURL?LOCATION=
A11-61-R-2214-1284-48,251514,HAM VIRGINIA LITE W/PINEAPPLE,2,5.5#,11,13.8,4.6,0,green,http://yourURL?LOCATION=
A11-62-L-2394-1296-0,788900,FILLING BAVARIAN CREME,1,39#,40.8,30.4,20.37,2,red,http://yourURL?LOCATION=
A11-62-L-2394-1296-60,370015,COTTAGE CHEESE NON-FAT,6,15 OZ,5.625,56.2,7.9244,0,green,http://yourURL?LOCATION=
A1-164-L-114-2616-0,300203,TUB LG GUMMI BUTTERFLIES,12,16 OZ.,12,89.4,22.2,1,red,http://yourURL?LOCATION=
A1-164-L-114-2616-60,267400,RING MOLD GELATIN STRBRY FRUIT,6,22 OZ,9.5,90.8,6.6,0,green,http://yourURL?LOCATION=
A1-164-R--66-2616-0,678536,COOKIES EASTER DECORATED,24,1.8 OZ,2.7,0,22.8,0,green,http://yourURL?LOCATION=
A1-164-R--66-2616-60,876535,SHORTENING CREAMY LIQUID NH,1,35#,35,13.8,18.96,0,green,http://yourURL?LOCATION=
A11-65-R-2214-1332-48,808100,FILLING APPLE RASPBERRY,1,32#,34,14.6,31.39,0,green,http://yourURL?LOCATION=
A11-66-R-2214-1344-0,206800,"KIELBASA SMOKED BULK 9""",4,3#,12,14.8,2.49,0,green,http://yourURL?LOCATION=
A11-66-R-2214-1344-48,671000,BAGS BROWN KRAFT LIQUOR QUART,500,5X3X16,10.5,261.2,11.43,0,green,http://yourURL?LOCATION=
A11-67-L-2394-1356-0,213500,KIELBASA SMKD BUN LNGH RETAIL,6,14 OZ,5.25,17.2,16.06,1,red,http://yourURL?LOCATION=
A11-67-L-2394-1356-60,821574,STRAWBERRY DELIGHTS BON BON,8,5#,40,5.6,35.99,0,green,http://yourURL?LOCATION=
A1-168-R--66-2664-0,647300,BEANS GREAT NORTHERN 112 OZ,6,#10 CAN,47.5,19.8,19.6325,0,green,http://yourURL?LOCATION=
A1-168-R--66-2664-60,197200,PASTA FRESH SPAGHETTI,6,12 OZ,4.5,21,10.06,0,green,http://yourURL?LOCATION=
A11-6-L-2394-444-0,825200,BAGS WIND BROWN ROUND BREAD,1000,9X3X14,23,1.6,56.1,0,green,http://yourURL?LOCATION=
A11-6-L-2394-444-60,125636,MOZZARELLA PART SKIM LOAF*,8,6#,48,153.6,1.8535,0,green,http://yourURL?LOCATION=
A11-70-R-2214-1392-0,882332,TRASH BAG CLEAR 1.6MIL 55 GAL,100,38X58,15,81.8,28.61,1,red,http://yourURL?LOCATION=
A11-70-R-2214-1392-48,560370,WAFER VIBRANT PINK ALPINE,1,25#,25,0,42.75,0,green,http://yourURL?LOCATION=
A11-70-R-2214-1392-48,657507,TURKEY BREAST DEEP FRIED,3,5.5#,17.5,71,3.46,0,green,http://yourURL?LOCATION=
A11-71-L-2394-1416-0,100100,AMERICAN YELLOW*,6,5#,30,326,1.7285,0,green,http://yourURL?LOCATION=
A11-71-L-2394-1416-60,878462,TURKEY PAN ROAST OIL BRWN,2,9#,18,13,3.09,0,green,http://yourURL?LOCATION=
A11-73-R-2214-1440-48,560203,TURKEY BREAST SMOKED DELIGHT,2,9#,18,39.2,1.3,1,red,http://yourURL?LOCATION=
A1-173-R--66-2724-0,702200,SHORTENING LIQUID FRYING PHO,1,35#,36.7,383.8,17.91,1,red,http://yourURL?LOCATION=
A1-173-R--66-2724-60,482731,HAM HONEY MAPLE SYRUP,2,3.5#,8.5,1,4.76,0,green,http://yourURL?LOCATION=
A11-74-R-2214-1452-48,275600,BOLOGNA SLICING #2460,2,9#,18,271.4,1.79,0,green,http://yourURL?LOCATION=
A11-75-L-2394-1476-0,507432,GUMMI RAINFOREST FROGS,4,5#,20,33.8,33.36,0,green,http://yourURL?LOCATION=
A11-75-L-2394-1476-60,419916,GUMMI BEAR RED RASPBERRY,4,5#,20,0,21.51,0,green,http://yourURL?LOCATION=
A11-77-R-2214-1500-48,213700,KNACKWURST RETAIL PK,6,14 OZ,5.25,6.2,16.06,0,green,http://yourURL?LOCATION=
A11-78-R-2214-1512-0,114500,MOZZ/PROVOLONE SHRED 50/50,6,5#,30,72.8,2.648,0,green,http://yourURL?LOCATION=
A11-78-R-2214-1512-48,574400,BAGS PRODUCE HDR-MORE MATTERS,2000,12X17,19,22.4,30.78,0,green,http://yourURL?LOCATION=
A1-178-R--66-2784-0,720200,TOMATO ALL PURP GROUND 105 OZ,6,#10 CAN,39.38,57.4,23.41,0,green,http://yourURL?LOCATION=
A1-178-R--66-2784-60,628046,MILK WHOLE GALLON CORRUGATED,4,1 GAL,36,91.6,11.216,0,green,http://yourURL?LOCATION=
A11-79-L-2394-1524-0,611600,DRESSING BUTTERMILK RANCH,4,GALLON,33.04,51,36.2,0,green,http://yourURL?LOCATION=
